Ticker Symbol,Years,Period Ending, Total Revenue , Cost of Goods Sold ," Sales, General and Admin. ", Research and Development , Other Operating Items ,GICS Sector,GICS Sub Industry,
BAC,Year 1,12/31/2012,"$ 100,078,000,000","$ 3,753,000,000","$ 70,829,000,000", $-   ,"$ 9,433,000,000",Financials,Banks,
BAC,Year 2,12/31/2013,"$ 101,697,000,000","$ 3,034,000,000","$ 68,128,000,000", $-   ,"$ 4,642,000,000",Financials,Banks,
BAC,Year 3,12/31/2014,"$ 95,181,000,000","$ 2,656,000,000","$ 74,181,000,000", $-   ,"$ 3,211,000,000",Financials,Banks,
BAC,Year 4,12/31/2015,"$ 93,056,000,000","$ 2,204,000,000","$ 56,358,000,000", $-   ,"$ 3,995,000,000",Financials,Banks,
BAX,Year 1,12/31/2012,"$ 13,936,000,000","$ 6,802,000,000","$ 3,283,000,000","$ 1,081,000,000", $-   ,Health Care,Health Care Equipment,
BAX,Year 2,12/31/2013,"$ 9,413,000,000","$ 5,251,000,000","$ 3,084,000,000","$ 582,000,000", $-   ,Health Care,Health Care Equipment,
BAX,Year 3,12/31/2014,"$ 10,719,000,000","$ 6,138,000,000","$ 3,315,000,000","$ 610,000,000", $-   ,Health Care,Health Care Equipment,
BAX,Year 4,12/31/2015,"$ 9,968,000,000","$ 5,822,000,000","$ 3,094,000,000","$ 603,000,000", $-   ,Health Care,Health Care Equipment,
BBBY,Year 1,03/02/2013,"$ 10,914,585,000","$ 6,525,830,000","$ 2,750,537,000", $-   , $-   ,Consumer Discretionary,Specialty Stores,
BBBY,Year 2,03/01/2014,"$ 11,503,963,000","$ 6,938,381,000","$ 2,950,995,000", $-   , $-   ,Consumer Discretionary,Specialty Stores,
BBBY,Year 3,2/28/2015,"$ 11,881,176,000","$ 7,261,397,000","$ 3,065,486,000", $-   , $-   ,Consumer Discretionary,Specialty Stores,
BBBY,Year 4,2/27/2016,"$ 12,103,887,000","$ 7,483,577,000","$ 3,205,407,000", $-   , $-   ,Consumer Discretionary,Specialty Stores,
BBT,Year 1,12/31/2012,"$ 10,737,000,000","$ 429,000,000","$ 5,650,000,000", $-   ,"$ 1,167,000,000",Financials,Banks,
BBT,Year 2,12/31/2013,"$ 10,543,000,000","$ 301,000,000","$ 5,625,000,000", $-   ,"$ 698,000,000",Financials,Banks,
BBT,Year 3,12/31/2014,"$ 9,998,000,000","$ 239,000,000","$ 5,715,000,000", $-   ,"$ 342,000,000",Financials,Banks,
BBT,Year 4,12/31/2015,"$ 10,346,000,000","$ 233,000,000","$ 5,996,000,000", $-   ,"$ 533,000,000",Financials,Banks,
BBY,Year 1,03/03/2012,"$ 45,457,000,000","$ 34,473,000,000","$ 8,755,000,000", $-   , $-   ,Consumer Discretionary,Computer & Electronics Retail,
BBY,Year 2,02/01/2014,"$ 40,611,000,000","$ 31,212,000,000","$ 8,106,000,000", $-   , $-   ,Consumer Discretionary,Computer & Electronics Retail,
BBY,Year 3,1/31/2015,"$ 40,339,000,000","$ 31,292,000,000","$ 7,592,000,000", $-   , $-   ,Consumer Discretionary,Computer & Electronics Retail,
BBY,Year 4,1/30/2016,"$ 39,528,000,000","$ 30,337,000,000","$ 7,618,000,000", $-   , $-   ,Consumer Discretionary,Computer & Electronics Retail,
BCR,Year 1,12/31/2013,"$ 3,049,500,000","$ 1,194,400,000","$ 920,300,000","$ 295,700,000", $-   ,Health Care,Health Care Equipment,
BCR,Year 2,12/31/2014,"$ 3,323,600,000","$ 1,258,600,000","$ 981,500,000","$ 302,000,000", $-   ,Health Care,Health Care Equipment,
BCR,Year 3,12/31/2015,"$ 3,416,000,000","$ 1,301,200,000","$ 1,012,100,000","$ 259,200,000", $-   ,Health Care,Health Care Equipment,
BCR,Year 4,12/31/2016,"$ 3,714,000,000","$ 1,371,700,000","$ 1,101,900,000","$ 292,800,000", $-   ,Health Care,Health Care Equipment,
BDX,Year 1,9/30/2013,"$ 8,054,000,000","$ 3,883,000,000","$ 2,422,000,000","$ 494,000,000", $-   ,Health Care,Health Care Equipment,
BDX,Year 2,9/30/2014,"$ 8,446,000,000","$ 4,145,000,000","$ 2,145,000,000","$ 550,000,000", $-   ,Health Care,Health Care Equipment,
BDX,Year 3,9/30/2015,"$ 10,282,000,000","$ 5,587,000,000","$ 2,563,000,000","$ 632,000,000", $-   ,Health Care,Health Care Equipment,
BDX,Year 4,9/30/2016,"$ 12,483,000,000","$ 6,492,000,000","$ 3,005,000,000","$ 828,000,000", $-   ,Health Care,Health Care Equipment,
BHI,Year 1,12/31/2013,"$ 22,364,000,000","$ 18,553,000,000","$ 1,306,000,000","$ 556,000,000", $-   ,Energy,Oil & Gas Equipment & Services,
BHI,Year 2,12/31/2014,"$ 24,551,000,000","$ 19,746,000,000","$ 1,333,000,000","$ 613,000,000", $-   ,Energy,Oil & Gas Equipment & Services,
BHI,Year 3,12/31/2015,"$ 15,742,000,000","$ 14,415,000,000","$ 969,000,000","$ 466,000,000", $-   ,Energy,Oil & Gas Equipment & Services,
BHI,Year 4,12/31/2016,"$ 9,841,000,000","$ 9,973,000,000","$ 815,000,000","$ 384,000,000", $-   ,Energy,Oil & Gas Equipment & Services,
BIIB,Year 1,12/31/2013,"$ 6,932,200,000","$ 857,700,000","$ 1,797,000,000","$ 1,444,100,000","$ 342,900,000",Health Care,Biotechnology,
BIIB,Year 2,12/31/2014,"$ 9,703,300,000","$ 1,171,000,000","$ 2,193,400,000","$ 1,893,400,000","$ 489,800,000",Health Care,Biotechnology,
BIIB,Year 3,12/31/2015,"$ 10,763,800,000","$ 1,240,400,000","$ 2,143,600,000","$ 2,012,800,000","$ 382,600,000",Health Care,Biotechnology,
BIIB,Year 4,12/31/2016,"$ 11,448,800,000","$ 1,478,700,000","$ 1,972,900,000","$ 1,973,300,000","$ 385,600,000",Health Care,Biotechnology,
BLL,Year 1,12/31/2012,"$ 8,735,700,000","$ 7,174,000,000","$ 488,300,000", $-   ,"$ 282,900,000",Materials,Metal & Glass Containers,
BLL,Year 2,12/31/2013,"$ 8,468,100,000","$ 6,875,400,000","$ 497,400,000", $-   ,"$ 299,900,000",Materials,Metal & Glass Containers,
BLL,Year 3,12/31/2014,"$ 8,570,000,000","$ 6,903,500,000","$ 547,000,000", $-   ,"$ 280,900,000",Materials,Metal & Glass Containers,
BLL,Year 4,12/31/2015,"$ 7,997,000,000","$ 6,460,300,000","$ 646,000,000", $-   ,"$ 285,500,000",Materials,Metal & Glass Containers,
BMY,Year 1,12/31/2012,"$ 17,621,000,000","$ 4,610,000,000","$ 5,017,000,000","$ 3,904,000,000", $-   ,Health Care,Health Care Distributors,
BMY,Year 2,12/31/2013,"$ 16,385,000,000","$ 4,619,000,000","$ 4,939,000,000","$ 3,731,000,000", $-   ,Health Care,Health Care Distributors,
BMY,Year 3,12/31/2014,"$ 15,879,000,000","$ 3,932,000,000","$ 4,822,000,000","$ 4,534,000,000", $-   ,Health Care,Health Care Distributors,
BMY,Year 4,12/31/2015,"$ 16,560,000,000","$ 3,909,000,000","$ 4,841,000,000","$ 5,920,000,000", $-   ,Health Care,Health Care Distributors,
BSX,Year 1,12/31/2012,"$ 7,249,000,000","$ 2,349,000,000","$ 2,529,000,000","$ 886,000,000","$ 395,000,000",Health Care,Health Care Equipment,
BSX,Year 2,12/31/2013,"$ 7,143,000,000","$ 2,174,000,000","$ 2,678,000,000","$ 861,000,000","$ 410,000,000",Health Care,Health Care Equipment,
BSX,Year 3,12/31/2014,"$ 7,380,000,000","$ 2,210,000,000","$ 2,817,000,000","$ 817,000,000","$ 438,000,000",Health Care,Health Care Equipment,
BSX,Year 4,12/31/2015,"$ 7,477,000,000","$ 2,173,000,000","$ 2,996,000,000","$ 876,000,000","$ 495,000,000",Health Care,Health Care Equipment,
BWA,Year 1,12/31/2013,"$ 7,436,600,000","$ 5,879,100,000","$ 702,300,000", $-   , $-   ,Consumer Discretionary,Auto Parts & Equipment,
BWA,Year 2,12/31/2014,"$ 8,305,100,000","$ 6,548,700,000","$ 792,700,000", $-   , $-   ,Consumer Discretionary,Auto Parts & Equipment,
BWA,Year 3,12/31/2015,"$ 8,023,200,000","$ 6,320,100,000","$ 763,400,000", $-   , $-   ,Consumer Discretionary,Auto Parts & Equipment,
BWA,Year 4,12/31/2016,"$ 9,071,000,000","$ 7,137,900,000","$ 1,707,200,000", $-   , $-   ,Consumer Discretionary,Auto Parts & Equipment,
BXP,Year 1,12/31/2012,"$ 1,847,186,000","$ 667,208,000","$ 93,782,000", $-   ,"$ 445,875,000",Real Estate,REITs,
BXP,Year 2,12/31/2013,"$ 2,135,539,000","$ 771,403,000","$ 117,073,000", $-   ,"$ 560,637,000",Real Estate,REITs,
BXP,Year 3,12/31/2014,"$ 2,396,998,000","$ 864,526,000","$ 102,077,000", $-   ,"$ 628,573,000",Real Estate,REITs,
BXP,Year 4,12/31/2015,"$ 2,490,821,000","$ 904,336,000","$ 97,578,000", $-   ,"$ 639,542,000",Real Estate,REITs,
CAG,Year 1,5/26/2013,"$ 13,469,300,000","$ 10,104,400,000","$ 2,065,900,000", $-   , $-   ,Consumer Staples,Packaged Foods & Meats,
CAG,Year 2,5/25/2014,"$ 11,838,200,000","$ 8,910,800,000","$ 1,778,900,000", $-   , $-   ,Consumer Staples,Packaged Foods & Meats,
CAG,Year 3,5/31/2015,"$ 11,937,000,000","$ 9,061,400,000","$ 1,545,300,000", $-   , $-   ,Consumer Staples,Packaged Foods & Meats,
CAG,Year 4,5/29/2016,"$ 11,642,900,000","$ 8,552,100,000","$ 2,209,400,000", $-   , $-   ,Consumer Staples,Packaged Foods & Meats,
CAH,Year 1,6/30/2013,"$ 101,093,000,000","$ 96,172,000,000","$ 2,875,000,000", $-   ,"$ 158,000,000",Health Care,Health Care Distributors,
CAH,Year 2,6/30/2014,"$ 91,084,000,000","$ 85,923,000,000","$ 3,028,000,000", $-   ,"$ 223,000,000",Health Care,Health Care Distributors,
CAH,Year 3,6/30/2015,"$ 102,531,000,000","$ 96,819,000,000","$ 3,240,000,000", $-   ,"$ 281,000,000",Health Care,Health Care Distributors,
CAH,Year 4,6/30/2016,"$ 121,546,000,000","$ 115,003,000,000","$ 3,648,000,000", $-   ,"$ 459,000,000",Health Care,Health Care Distributors,
CAT,Year 1,12/31/2013,"$ 55,656,000,000","$ 41,454,000,000","$ 6,528,000,000","$ 2,046,000,000", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks,
CAT,Year 2,12/31/2014,"$ 55,184,000,000","$ 41,342,000,000","$ 8,148,000,000","$ 2,380,000,000", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks,
CAT,Year 3,12/31/2015,"$ 47,011,000,000","$ 34,133,000,000","$ 6,974,000,000","$ 2,119,000,000", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks,
CAT,Year 4,12/31/2016,"$ 38,537,000,000","$ 28,905,000,000","$ 6,588,000,000","$ 1,951,000,000", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks,
CB,Year 1,12/31/2012,"$ 17,936,000,000","$ 12,620,000,000","$ 2,096,000,000", $-   ,"$ -6,000,000",Financials,Property & Casualty Insurance,
CB,Year 2,12/31/2013,"$ 19,261,000,000","$ 12,522,000,000","$ 2,211,000,000", $-   ,"$ 15,000,000",Financials,Property & Casualty Insurance,
CB,Year 3,12/31/2014,"$ 19,171,000,000","$ 13,241,000,000","$ 2,245,000,000", $-   ,"$ -82,000,000",Financials,Property & Casualty Insurance,
CB,Year 4,12/31/2015,"$ 18,987,000,000","$ 12,968,000,000","$ 2,270,000,000", $-   ,"$ 120,000,000",Financials,Property & Casualty Insurance,
CBG,Year 1,12/31/2012,"$ 6,514,099,000","$ 5,745,428,000", $-   , $-   ,"$ 169,645,000",Real Estate,Real Estate Services,
CBG,Year 2,12/31/2013,"$ 7,184,794,000","$ 6,293,699,000", $-   , $-   ,"$ 190,390,000",Real Estate,Real Estate Services,
CBG,Year 3,12/31/2014,"$ 9,049,918,000","$ 8,050,222,000", $-   , $-   ,"$ 265,101,000",Real Estate,Real Estate Services,
CBG,Year 4,12/31/2015,"$ 10,855,810,000","$ 9,716,541,000", $-   , $-   ,"$ 314,096,000",Real Estate,Real Estate Services,
CCI,Year 1,12/31/2012,"$ 2,432,680,000","$ 728,989,000","$ 212,572,000", $-   ,"$ 622,592,000",Real Estate,REITs,
CCI,Year 2,12/31/2013,"$ 2,865,751,000","$ 991,017,000","$ 213,519,000", $-   ,"$ 741,342,000",Real Estate,REITs,
CCI,Year 3,12/31/2014,"$ 3,538,756,000","$ 1,306,606,000","$ 257,296,000", $-   ,"$ 985,781,000",Real Estate,REITs,
CCI,Year 4,12/31/2015,"$ 3,663,851,000","$ 1,321,426,000","$ 310,921,000", $-   ,"$ 1,036,178,000",Real Estate,REITs,
CCL,Year 1,11/30/2013,"$ 15,456,000,000","$ 10,645,000,000","$ 1,879,000,000", $-   ,"$ 1,590,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",
CCL,Year 2,11/30/2014,"$ 15,884,000,000","$ 10,421,000,000","$ 2,054,000,000", $-   ,"$ 1,637,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",
CCL,Year 3,11/30/2015,"$ 15,714,000,000","$ 9,447,000,000","$ 2,067,000,000", $-   ,"$ 1,626,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",
CCL,Year 4,11/30/2016,"$ 16,389,000,000","$ 9,383,000,000","$ 2,197,000,000", $-   ,"$ 1,738,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",
CELG,Year 1,12/31/2013,"$ 6,493,900,000","$ 340,400,000","$ 1,684,500,000","$ 2,226,200,000","$ 262,800,000",Health Care,Biotechnology,
CELG,Year 2,12/31/2014,"$ 7,670,400,000","$ 385,900,000","$ 2,027,900,000","$ 2,430,600,000","$ 258,300,000",Health Care,Biotechnology,
CELG,Year 3,12/31/2015,"$ 9,256,000,000","$ 420,100,000","$ 2,305,400,000","$ 3,697,300,000","$ 279,000,000",Health Care,Biotechnology,
CELG,Year 4,12/31/2016,"$ 11,229,200,000","$ 438,000,000","$ 2,657,700,000","$ 4,470,100,000","$ 459,000,000",Health Care,Biotechnology,
CERN,Year 1,12/28/2013,"$ 2,910,748,000","$ 514,722,000","$ 1,468,434,000","$ 338,786,000","$ 12,794,000",Health Care,Health Care Technology,
CERN,Year 2,01/03/2015,"$ 3,402,703,000","$ 604,377,000","$ 1,628,961,000","$ 392,805,000","$ 13,476,000",Health Care,Health Care Technology,
CERN,Year 3,01/02/2016,"$ 4,425,267,000","$ 750,781,000","$ 2,262,024,000","$ 539,799,000","$ 91,527,000",Health Care,Health Care Technology,
CERN,Year 4,12/31/2016,"$ 4,796,473,000","$ 779,116,000","$ 2,464,380,000","$ 551,418,000","$ 90,546,000",Health Care,Health Care Technology,
CF,Year 1,12/31/2012,"$ 6,104,000,000","$ 2,990,700,000","$ 200,900,000", $-   , $-   ,Materials,Fertilizers & Agricultural Chemicals,
CF,Year 2,12/31/2013,"$ 5,474,700,000","$ 2,954,500,000","$ 150,200,000", $-   , $-   ,Materials,Fertilizers & Agricultural Chemicals,
CF,Year 3,12/31/2014,"$ 4,743,200,000","$ 2,964,700,000","$ 205,200,000", $-   , $-   ,Materials,Fertilizers & Agricultural Chemicals,
CF,Year 4,12/31/2015,"$ 4,308,300,000","$ 2,761,200,000","$ 319,000,000", $-   , $-   ,Materials,Fertilizers & Agricultural Chemicals,
CFG,Year 1,12/31/2012,"$ 5,513,000,000","$ 375,000,000","$ 3,380,000,000", $-   ,"$ 490,000,000",Financials,Regional Banks,
CFG,Year 2,12/31/2013,"$ 5,133,000,000","$ 216,000,000","$ 3,142,000,000", $-   ,"$ 581,000,000",Financials,Regional Banks,
CFG,Year 3,12/31/2014,"$ 5,342,000,000","$ 160,000,000","$ 3,247,000,000", $-   ,"$ 464,000,000",Financials,Regional Banks,
CFG,Year 4,12/31/2015,"$ 5,276,000,000","$ 237,000,000","$ 3,113,000,000", $-   ,"$ 448,000,000",Financials,Regional Banks,
CHD,Year 1,12/31/2012,"$ 2,921,900,000","$ 1,630,500,000","$ 746,300,000", $-   , $-   ,Consumer Staples,Household Products,
CHD,Year 2,12/31/2013,"$ 3,194,300,000","$ 1,756,300,000","$ 815,800,000", $-   , $-   ,Consumer Staples,Household Products,
CHD,Year 3,12/31/2014,"$ 3,297,600,000","$ 1,844,700,000","$ 811,700,000", $-   , $-   ,Consumer Staples,Household Products,
CHD,Year 4,12/31/2015,"$ 3,394,800,000","$ 1,883,000,000","$ 837,600,000", $-   , $-   ,Consumer Staples,Household Products,
CHK,Year 1,12/31/2012,"$ 12,316,000,000","$ 7,081,000,000","$ 723,000,000", $-   ,"$ 2,811,000,000",Energy,Integrated Oil & Gas,
CHK,Year 2,12/31/2013,"$ 19,080,000,000","$ 12,930,000,000","$ 686,000,000", $-   ,"$ 2,903,000,000",Energy,Integrated Oil & Gas,
CHK,Year 3,12/31/2014,"$ 23,125,000,000","$ 16,049,000,000","$ 554,000,000", $-   ,"$ 2,915,000,000",Energy,Integrated Oil & Gas,
CHK,Year 4,12/31/2015,"$ 12,764,000,000","$ 10,295,000,000","$ 334,000,000", $-   ,"$ 2,229,000,000",Energy,Integrated Oil & Gas,
CHRW,Year 1,12/31/2012,"$ 11,359,113,000","$ 9,641,542,000","$ 1,042,251,000", $-   , $-   ,Industrials,Air Freight & Logistics,
CHRW,Year 2,12/31/2013,"$ 12,752,076,000","$ 10,915,981,000","$ 1,153,445,000", $-   , $-   ,Industrials,Air Freight & Logistics,
CHRW,Year 3,12/31/2014,"$ 13,470,067,000","$ 11,462,415,000","$ 1,259,234,000", $-   , $-   ,Industrials,Air Freight & Logistics,
CHRW,Year 4,12/31/2015,"$ 13,476,084,000","$ 11,207,604,000","$ 1,410,170,000", $-   , $-   ,Industrials,Air Freight & Logistics,
CHTR,Year 1,12/31/2013,"$ 8,155,000,000","$ 5,345,000,000","$ 47,000,000", $-   ,"$ 1,854,000,000",Consumer Discretionary,Cable & Satellite,
CHTR,Year 2,12/31/2014,"$ 9,108,000,000","$ 5,973,000,000","$ 62,000,000", $-   ,"$ 2,102,000,000",Consumer Discretionary,Cable & Satellite,
CHTR,Year 3,12/31/2015,"$ 9,754,000,000","$ 6,426,000,000","$ 89,000,000", $-   ,"$ 2,125,000,000",Consumer Discretionary,Cable & Satellite,
CHTR,Year 4,12/31/2016,"$ 29,003,000,000","$ 18,655,000,000","$ 86,000,000", $-   ,"$ 6,907,000,000",Consumer Discretionary,Cable & Satellite,
CI,Year 1,12/31/2012,"$ 29,119,000,000","$ 17,900,000,000", $-   , $-   ,"$ 8,742,000,000",Health Care,Managed Health Care,
CI,Year 2,12/31/2013,"$ 32,380,000,000","$ 20,865,000,000", $-   , $-   ,"$ 9,339,000,000",Health Care,Managed Health Care,
CI,Year 3,12/31/2014,"$ 34,914,000,000","$ 21,334,000,000", $-   , $-   ,"$ 10,276,000,000",Health Care,Managed Health Care,
CI,Year 4,12/31/2015,"$ 37,876,000,000","$ 23,290,000,000", $-   , $-   ,"$ 11,259,000,000",Health Care,Managed Health Care,
CINF,Year 1,12/31/2012,"$ 4,111,000,000","$ 3,477,000,000", $-   , $-   ,"$ 14,000,000",Financials,Property & Casualty Insurance,
CINF,Year 2,12/31/2013,"$ 4,531,000,000","$ 3,748,000,000", $-   , $-   ,"$ 15,000,000",Financials,Property & Casualty Insurance,
CINF,Year 3,12/31/2014,"$ 4,945,000,000","$ 4,157,000,000", $-   , $-   ,"$ 14,000,000",Financials,Property & Casualty Insurance,
CINF,Year 4,12/31/2015,"$ 5,142,000,000","$ 4,195,000,000", $-   , $-   ,"$ 13,000,000",Financials,Property & Casualty Insurance,
CL,Year 1,12/31/2012,"$ 17,085,000,000","$ 7,153,000,000","$ 6,043,000,000", $-   , $-   ,Consumer Staples,Household Products,
CL,Year 2,12/31/2013,"$ 17,420,000,000","$ 7,219,000,000","$ 6,645,000,000", $-   , $-   ,Consumer Staples,Household Products,
CL,Year 3,12/31/2014,"$ 17,277,000,000","$ 7,168,000,000","$ 6,552,000,000", $-   , $-   ,Consumer Staples,Household Products,
CL,Year 4,12/31/2015,"$ 16,034,000,000","$ 6,635,000,000","$ 6,610,000,000", $-   , $-   ,Consumer Staples,Household Products,
CLX,Year 1,6/30/2013,"$ 5,533,000,000","$ 3,142,000,000","$ 1,291,000,000","$ 130,000,000", $-   ,Consumer Staples,Household Products,
CLX,Year 2,6/30/2014,"$ 5,514,000,000","$ 3,158,000,000","$ 1,254,000,000","$ 125,000,000", $-   ,Consumer Staples,Household Products,
CLX,Year 3,6/30/2015,"$ 5,655,000,000","$ 3,190,000,000","$ 1,321,000,000","$ 136,000,000", $-   ,Consumer Staples,Household Products,
CLX,Year 4,6/30/2016,"$ 5,761,000,000","$ 3,163,000,000","$ 1,393,000,000","$ 141,000,000", $-   ,Consumer Staples,Household Products,
CMA,Year 1,12/31/2013,"$ 2,666,000,000","$ 55,000,000","$ 1,670,000,000", $-   ,"$ 46,000,000",Financials,Regional Banks,
CMA,Year 2,12/31/2014,"$ 2,607,000,000","$ 45,000,000","$ 1,611,000,000", $-   ,"$ 27,000,000",Financials,Regional Banks,
CMA,Year 3,12/31/2015,"$ 2,819,000,000","$ 43,000,000","$ 1,859,000,000", $-   ,"$ 147,000,000",Financials,Regional Banks,
CMA,Year 4,12/31/2016,"$ 2,960,000,000","$ 40,000,000","$ 1,836,000,000", $-   ,"$ 248,000,000",Financials,Regional Banks,
CMG,Year 1,12/31/2013,"$ 3,214,591,000","$ 2,359,822,000","$ 203,733,000", $-   ,"$ 96,054,000",Consumer Discretionary,Restaurants,
CMG,Year 2,12/31/2014,"$ 4,108,269,000","$ 2,990,513,000","$ 273,897,000", $-   ,"$ 110,474,000",Consumer Discretionary,Restaurants,
CMG,Year 3,12/31/2015,"$ 4,501,223,000","$ 3,326,936,000","$ 250,214,000", $-   ,"$ 130,368,000",Consumer Discretionary,Restaurants,
CMG,Year 4,12/31/2016,"$ 3,904,384,000","$ 3,406,170,000","$ 276,240,000", $-   ,"$ 146,368,000",Consumer Discretionary,Restaurants,
CMI,Year 1,12/31/2013,"$ 17,301,000,000","$ 13,021,000,000","$ 1,827,000,000","$ 713,000,000", $-   ,Industrials,Industrial Machinery,
CMI,Year 2,12/31/2014,"$ 19,221,000,000","$ 14,360,000,000","$ 2,112,000,000","$ 754,000,000", $-   ,Industrials,Industrial Machinery,
CMI,Year 3,12/31/2015,"$ 19,110,000,000","$ 14,163,000,000","$ 2,169,000,000","$ 735,000,000", $-   ,Industrials,Industrial Machinery,
CMI,Year 4,12/31/2016,"$ 17,509,000,000","$ 13,057,000,000","$ 2,189,000,000","$ 636,000,000", $-   ,Industrials,Industrial Machinery,
CMS,Year 1,12/31/2013,"$ 6,566,000,000","$ 4,562,000,000","$ 234,000,000", $-   ,"$ 628,000,000",Utilities,MultiUtilities,
CMS,Year 2,12/31/2014,"$ 7,179,000,000","$ 5,090,000,000","$ 252,000,000", $-   ,"$ 685,000,000",Utilities,MultiUtilities,
CMS,Year 3,12/31/2015,"$ 6,456,000,000","$ 4,281,000,000","$ 262,000,000", $-   ,"$ 750,000,000",Utilities,MultiUtilities,
CMS,Year 4,12/31/2016,"$ 6,399,000,000","$ 4,010,000,000","$ 281,000,000", $-   ,"$ 811,000,000",Utilities,MultiUtilities,
CNC,Year 1,12/31/2012,"$ 8,110,000,000","$ 6,781,000,000","$ 1,105,000,000", $-   ,"$ 88,000,000",Health Care,Managed Health Care,
CNC,Year 2,12/31/2013,"$ 10,863,000,000","$ 8,995,000,000","$ 1,264,000,000", $-   ,"$ 327,000,000",Health Care,Managed Health Care,
CNC,Year 3,12/31/2014,"$ 16,560,000,000","$ 12,678,000,000","$ 2,012,000,000", $-   ,"$ 1,406,000,000",Health Care,Managed Health Care,
CNC,Year 4,12/31/2015,"$ 22,760,000,000","$ 17,242,000,000","$ 2,977,000,000", $-   ,"$ 1,836,000,000",Health Care,Managed Health Care,
CNP,Year 1,12/31/2012,"$ 7,452,000,000","$ 4,747,000,000","$ 365,000,000", $-   ,"$ 1,050,000,000",Utilities,MultiUtilities,
CNP,Year 2,12/31/2013,"$ 8,106,000,000","$ 5,755,000,000","$ 387,000,000", $-   ,"$ 954,000,000",Utilities,MultiUtilities,
CNP,Year 3,12/31/2014,"$ 9,226,000,000","$ 6,890,000,000","$ 388,000,000", $-   ,"$ 1,013,000,000",Utilities,MultiUtilities,
CNP,Year 4,12/31/2015,"$ 7,386,000,000","$ 5,109,000,000","$ 374,000,000", $-   ,"$ 970,000,000",Utilities,MultiUtilities,
COF,Year 1,12/31/2012,"$ 23,771,000,000","$ 1,403,000,000","$ 11,188,000,000", $-   ,"$ 5,024,000,000",Financials,Consumer Finance,
COF,Year 2,12/31/2013,"$ 24,176,000,000","$ 1,241,000,000","$ 11,682,000,000", $-   ,"$ 4,124,000,000",Financials,Consumer Finance,
COF,Year 3,12/31/2014,"$ 23,869,000,000","$ 1,088,000,000","$ 11,648,000,000", $-   ,"$ 4,073,000,000",Financials,Consumer Finance,
